InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,Amount
INV101630,19435,Lipstick,4,2024-09-20,44.72,C00113,France,178.88
INV101325,62249,Towel,1,2024-04-06,10.17,C00109,EIRE,10.17
INV101921,47384,Brush,5,2024-04-26,4.08,C00362,France,20.4
INV101276,91929,Brush,2,2024-07-17,24.81,C00345,Germany,49.62
INV100498,86153,Candle,4,2024-11-15,4.6,C00289,EIRE,18.4
INV100753,85388,Perfume,2,2024-01-21,29.02,C00097,France,58.04
INV100034,41401,Shoe,1,2024-07-18,69.91,C00446,EIRE,69.91
INV100726,81831,Candle,5,2024-12-06,31.24,C00335,EIRE,156.2
INV100848,44084,Shirt,1,2024-09-04,1.45,C00016,EIRE,1.45
INV100089,65826,Shoe,2,2024-10-02,19.32,C00044,United Kingdom,38.64
INV100775,46451,Candle,5,2024-09-20,24.78,C00442,France,123.9
INV100604,17227,Bag,5,2024-02-27,35.91,C00376,United Kingdom,179.54999999999998
INV101945,41910,Shoe,1,2024-10-28,2.15,C00230,United Kingdom,2.15
INV100969,46041,Shoe,4,2024-01-31,14.08,C00390,France,56.32
INV101625,98920,Lipstick,2,2024-09-05,16.33,C00108,EIRE,32.66
INV101021,75681,Bag,3,2024-04-02,4.71,C00217,United Kingdom,14.129999999999999
INV100417,91571,Shirt,3,2024-09-21,8.79,C00399,United Kingdom,26.369999999999997
INV100114,75481,Perfume,1,2024-09-27,12.6,C00260,United Kingdom,12.6
INV100616,78576,Brush,2,2024-04-03,36.82,C00312,EIRE,73.64
INV101926,74174,Towel,2,2024-06-02,54.02,C00320,United Kingdom,108.04
INV101219,36160,Candle,1,2024-10-11,20.8,C00196,Germany,20.8
INV100825,27633,Lipstick,2,2024-03-20,11.05,C00478,France,22.1
INV101524,27014,Candle,4,2024-10-18,6.86,C00418,Germany,27.44
INV101649,90532,Shirt,1,2024-03-24,81.5,C00475,EIRE,81.5
INV101516,59104,Brush,4,2024-12-30,82.51,C00095,United Kingdom,330.04
INV101098,51621,Shirt,2,2024-02-06,52.8,C00056,France,105.6
INV100412,87231,Shoe,1,2024-12-07,31.8,C00032,United Kingdom,31.8
INV101399,78388,Towel,2,2024-11-22,8.88,C00492,EIRE,17.76
INV101443,26014,Shirt,1,2024-08-19,34.97,C00231,France,34.97
INV100728,43755,Candle,2,2024-04-02,11.51,C00372,Germany,23.02
INV101300,50390,Bag,4,2024-12-01,8.91,C00009,France,35.64
INV101020,33711,Bag,4,2024-04-11,28.32,C00191,United Kingdom,113.28
INV100760,67993,Shoe,2,2024-06-14,2.66,C00361,France,5.32
INV100675,84696,Perfume,1,2024-06-07,2.0,C00200,EIRE,2.0
INV101417,37213,Candle,3,2024-01-14,12.88,C00334,EIRE,38.64
INV101892,67784,Candle,4,2024-08-12,12.8,C00161,France,51.2
INV100456,17421,Shirt,4,2024-03-13,46.2,C00087,EIRE,184.8
INV100919,96936,Towel,3,2024-09-05,3.7,C00021,EIRE,11.100000000000001
INV100191,27727,Candle,2,2024-03-31,3.63,C00311,EIRE,7.26
INV100738,14358,Lipstick,1,2024-08-03,4.19,C00076,Germany,4.19
INV101712,75108,Perfume,2,2024-03-30,1.6,C00441,United Kingdom,3.2
INV101122,42117,Shirt,5,2024-01-29,2.49,C00386,EIRE,12.450000000000001
INV101571,98700,Lipstick,4,2024-10-31,22.57,C00141,France,90.28
INV100977,41910,Shoe,5,2024-08-07,12.3,C00126,EIRE,61.5
INV101008,65754,Bag,4,2024-11-23,29.84,C00251,Germany,119.36
INV100095,72438,Shoe,4,2024-08-02,99.12,C00388,France,396.48
INV101687,39371,Bag,5,2024-08-08,22.52,C00084,United Kingdom,112.6
INV100662,61501,Shoe,5,2024-02-11,2.04,C00434,France,10.2
INV101213,70946,Candle,2,2024-05-14,3.21,C00371,France,6.42
INV101759,48467,Lipstick,5,2024-02-11,43.57,C00048,France,217.85
INV100036,27625,Bag,2,2024-06-12,15.99,C00379,France,31.98
INV101803,43893,Shirt,2,2024-12-26,35.84,C00078,EIRE,71.68
INV101392,86329,Lipstick,2,2024-10-09,39.84,C00030,United Kingdom,79.68
INV101718,41007,Shirt,4,2024-02-27,53.53,C00285,EIRE,214.12
INV101548,49532,Lipstick,4,2024-10-28,60.85,C00136,Germany,243.4
INV100278,64253,Lipstick,5,2024-11-17,17.19,C00140,Germany,85.95
INV100216,22323,Shoe,4,2024-01-25,9.34,C00041,France,37.36
INV100866,83379,Bag,5,2024-03-13,66.33,C00486,EIRE,331.65
INV100872,24210,Bag,4,2024-05-08,16.86,C00282,EIRE,67.44
INV101821,26456,Towel,1,2024-03-27,2.33,C00050,United Kingdom,2.33
INV101296,41367,Lipstick,1,2024-11-25,21.59,C00258,United Kingdom,21.59
INV101904,64624,Candle,5,2024-06-01,18.72,C00311,United Kingdom,93.6
INV100061,20106,Candle,4,2024-06-30,46.23,C00360,EIRE,184.92
INV100595,78008,Shirt,4,2024-05-04,22.18,C00440,United Kingdom,88.72
INV101903,82240,Shirt,2,2024-03-07,9.59,C00270,United Kingdom,19.18
INV100728,74315,Shoe,3,2024-01-06,68.76,C00134,United Kingdom,206.28000000000003
INV101365,79249,Lipstick,5,2024-05-04,33.35,C00234,France,166.75
INV100396,80587,Shirt,3,2024-11-09,20.91,C00128,Germany,62.730000000000004
INV100698,20756,Shirt,3,2024-11-21,7.93,C00104,Germany,23.79
INV101042,78011,Perfume,5,2024-02-22,10.35,C00254,EIRE,51.75
INV100176,46378,Lipstick,4,2024-03-06,23.17,C00095,EIRE,92.68
INV101635,14255,Brush,5,2024-11-09,2.49,C00337,France,12.450000000000001
INV100395,24484,Shoe,3,2024-03-22,6.93,C00217,Germany,20.79
INV100444,66549,Shirt,4,2024-03-27,26.03,C00061,United Kingdom,104.12
INV101256,44503,Shoe,1,2024-01-02,14.08,C00480,United Kingdom,14.08
INV101938,83794,Bag,5,2024-07-22,11.3,C00268,EIRE,56.5
INV100075,55113,Shoe,5,2024-05-29,4.28,C00241,Germany,21.400000000000002
INV100264,84069,Brush,4,2024-10-19,12.66,C00013,EIRE,50.64
INV100454,15249,Candle,1,2024-04-12,30.45,C00147,EIRE,30.45
INV101819,29201,Brush,1,2024-01-24,7.13,C00428,United Kingdom,7.13
INV100717,68576,Candle,4,2024-07-30,1.11,C00240,United Kingdom,4.44
INV100734,19686,Shoe,2,2024-03-05,23.08,C00089,Germany,46.16
INV101407,63363,Candle,5,2024-07-27,72.96,C00095,EIRE,364.79999999999995
INV101587,10661,Bag,5,2024-09-07,19.67,C00315,France,98.35000000000001
INV100850,54843,Lipstick,3,2024-04-26,3.55,C00293,Germany,10.649999999999999
INV101529,70963,Candle,4,2024-04-25,8.73,C00025,EIRE,34.92
INV101390,52828,Candle,3,2024-08-24,41.44,C00272,Germany,124.32
INV100143,58604,Shoe,3,2024-04-14,6.29,C00166,Germany,18.87
INV100884,20526,Bag,1,2024-09-15,19.71,C00427,Germany,19.71
INV101092,78910,Towel,5,2024-02-15,11.31,C00497,France,56.550000000000004
INV101122,35592,Towel,3,2024-11-06,5.66,C00250,France,16.98
INV100395,38982,Towel,1,2024-11-26,34.58,C00087,United Kingdom,34.58
INV101048,10207,Towel,4,2024-08-03,28.16,C00142,United Kingdom,112.64
INV100947,98733,Lipstick,3,2024-10-27,22.67,C00134,EIRE,68.01
INV100890,78619,Brush,5,2024-11-28,6.39,C00473,Germany,31.95
INV101492,39328,Shoe,3,2024-01-24,3.06,C00279,EIRE,9.18
INV101507,56479,Shoe,4,2024-02-04,18.17,C00126,United Kingdom,72.68
INV101588,30103,Perfume,3,2024-01-24,17.13,C00316,France,51.39
INV101174,49891,Bag,5,2024-01-28,5.17,C00491,United Kingdom,25.85
INV101167,20754,Towel,1,2024-01-16,2.16,C00396,EIRE,2.16
INV100568,91437,Lipstick,5,2024-02-28,2.68,C00141,United Kingdom,13.4
INV101062,82982,Bag,1,2024-08-30,99.59,C00356,EIRE,99.59
INV100108,65922,Towel,2,2024-07-25,31.61,C00103,EIRE,63.22
INV101716,58231,Lipstick,5,2024-09-27,52.02,C00226,EIRE,260.1
INV101065,39301,Bag,5,2024-09-05,5.34,C00390,EIRE,26.7
INV101209,72711,Shoe,4,2024-09-23,65.66,C00063,United Kingdom,262.64
INV100934,51323,Shoe,3,2024-07-11,4.08,C00294,EIRE,12.24
INV100397,28752,Brush,1,2024-11-30,15.23,C00384,EIRE,15.23
INV101246,92205,Shirt,1,2024-08-05,36.4,C00306,Germany,36.4
INV100633,23395,Brush,4,2024-04-24,9.61,C00254,EIRE,38.44
INV101156,95957,Candle,4,2024-03-08,12.06,C00180,United Kingdom,48.24
INV101186,66273,Brush,3,2024-10-25,3.74,C00040,EIRE,11.22
INV101238,14895,Towel,3,2024-11-20,3.62,C00264,France,10.86
INV100732,86559,Perfume,5,2024-03-15,20.33,C00189,France,101.64999999999999
INV100234,20699,Bag,2,2024-04-12,23.51,C00008,EIRE,47.02
INV101866,75061,Perfume,3,2024-10-23,31.04,C00104,France,93.12
INV100657,19715,Shirt,4,2024-06-26,17.27,C00225,France,69.08
INV100750,29169,Candle,3,2024-08-02,21.76,C00034,United Kingdom,65.28
INV100587,26163,Bag,1,2024-11-10,1.27,C00236,Germany,1.27
INV101032,15782,Lipstick,2,2024-02-08,4.54,C00463,France,9.08
INV101097,98177,Towel,5,2024-09-15,84.88,C00228,France,424.4
INV100953,94328,Candle,1,2024-07-22,2.58,C00188,Germany,2.58
INV100491,45585,Shoe,1,2024-01-07,23.71,C00313,Germany,23.71
INV100912,40682,Shirt,2,2024-02-18,4.87,C00483,France,9.74
INV101276,57864,Candle,5,2024-01-26,26.23,C00430,EIRE,131.15
INV101253,94416,Towel,4,2024-06-09,25.48,C00022,France,101.92
INV101542,65114,Brush,5,2024-12-22,6.34,C00343,EIRE,31.7
INV101197,48067,Candle,3,2024-06-24,7.28,C00040,EIRE,21.84
INV101676,52685,Brush,1,2024-03-19,22.27,C00173,EIRE,22.27
INV101191,28073,Towel,3,2024-01-02,10.89,C00439,Germany,32.67
INV100169,46035,Shoe,4,2024-05-11,5.33,C00179,France,21.32
INV101416,74977,Bag,3,2024-10-02,27.31,C00086,France,81.92999999999999
INV100945,93362,Lipstick,5,2024-04-26,4.35,C00133,United Kingdom,21.75
INV100794,75450,Shoe,3,2024-06-12,39.71,C00351,Germany,119.13
INV100633,20382,Brush,4,2024-10-14,15.46,C00013,United Kingdom,61.84
INV101217,14437,Brush,4,2024-01-28,3.23,C00028,United Kingdom,12.92
INV101540,80971,Lipstick,4,2024-11-28,24.69,C00084,EIRE,98.76
INV100028,74612,Bag,5,2024-01-01,15.64,C00481,Germany,78.2
INV101188,71929,Candle,4,2024-07-06,8.08,C00464,United Kingdom,32.32
INV101445,22329,Lipstick,1,2024-02-25,11.98,C00318,France,11.98
INV100338,35169,Shirt,4,2024-02-04,8.09,C00349,United Kingdom,32.36
INV101671,97468,Shirt,3,2024-04-21,7.1,C00343,Germany,21.299999999999997
INV101519,44594,Towel,3,2024-10-12,4.57,C00280,France,13.71
INV101388,86957,Shoe,3,2024-11-05,10.01,C00354,France,30.03
INV101856,70631,Brush,5,2024-02-05,6.78,C00263,France,33.9
INV101365,55033,Bag,3,2024-08-04,24.0,C00166,EIRE,72.0
INV100499,73133,Towel,5,2024-03-20,24.03,C00293,France,120.15
INV101680,83165,Shoe,5,2024-11-09,14.94,C00068,EIRE,74.7
INV100510,83861,Shoe,4,2024-03-23,31.1,C00226,EIRE,124.4
INV101350,62290,Towel,1,2024-03-05,37.82,C00170,United Kingdom,37.82
INV100216,41750,Perfume,4,2024-11-20,18.34,C00086,United Kingdom,73.36
INV101324,50461,Shoe,4,2024-05-07,20.3,C00133,France,81.2
INV101155,83800,Perfume,5,2024-11-02,7.65,C00448,Germany,38.25
INV101827,88222,Shirt,5,2024-01-22,46.05,C00178,France,230.25
INV101093,34226,Shirt,3,2024-08-03,1.49,C00490,United Kingdom,4.47
INV101275,16721,Shoe,3,2024-04-16,9.57,C00343,France,28.71
INV101438,66154,Shirt,4,2024-04-18,26.59,C00252,United Kingdom,106.36
INV101810,30609,Bag,2,2024-12-22,2.67,C00015,France,5.34
INV100444,62130,Perfume,2,2024-06-29,5.05,C00223,Germany,10.1
INV100875,82909,Perfume,3,2024-12-21,18.8,C00379,France,56.400000000000006
INV101205,65249,Shoe,2,2024-06-12,17.42,C00201,Germany,34.84
INV100166,58895,Shirt,3,2024-03-08,27.86,C00107,Germany,83.58
INV100090,15656,Lipstick,5,2024-10-18,34.49,C00250,France,172.45000000000002
INV100713,84520,Brush,4,2024-06-28,3.75,C00437,Germany,15.0
INV101881,73740,Towel,1,2024-06-29,1.37,C00409,Germany,1.37
INV101554,74309,Towel,4,2024-06-17,24.4,C00089,United Kingdom,97.6
INV100038,39984,Perfume,3,2024-01-22,8.17,C00125,United Kingdom,24.509999999999998
INV101149,83822,Shoe,3,2024-03-06,20.67,C00113,Germany,62.010000000000005
INV101474,15901,Shoe,4,2024-01-21,4.26,C00469,EIRE,17.04
INV100172,41552,Bag,3,2024-04-09,13.66,C00137,France,40.980000000000004
INV100652,41055,Candle,2,2024-10-26,15.04,C00247,Germany,30.08
INV100753,47685,Brush,2,2024-04-12,18.59,C00496,France,37.18
INV101243,83965,Candle,3,2024-02-16,15.4,C00166,United Kingdom,46.2
INV101661,24716,Perfume,3,2024-02-08,14.69,C00150,France,44.07
INV101081,21138,Towel,2,2024-10-11,9.09,C00363,Germany,18.18
INV101683,45298,Bag,3,2024-11-05,2.48,C00343,Germany,7.4399999999999995
INV100475,61112,Bag,3,2024-03-30,2.88,C00433,Germany,8.64
INV100455,33429,Bag,4,2024-03-25,12.38,C00068,Germany,49.52
INV100828,60200,Perfume,1,2024-09-29,9.79,C00221,EIRE,9.79
INV100894,81308,Candle,2,2024-12-01,15.52,C00271,EIRE,31.04
INV101384,58244,Towel,4,2024-07-06,8.27,C00321,EIRE,33.08
INV101958,27347,Bag,1,2024-06-07,24.29,C00310,Germany,24.29
INV101024,26920,Towel,3,2024-08-30,40.9,C00414,EIRE,122.69999999999999
INV100386,41822,Shirt,3,2024-03-13,8.1,C00349,France,24.299999999999997
INV101996,56659,Shoe,4,2024-02-18,5.29,C00020,Germany,21.16
INV100347,50108,Shoe,3,2024-04-10,3.47,C00289,United Kingdom,10.41
INV100189,99099,Towel,5,2024-01-02,20.16,C00489,Germany,100.8
INV100504,17967,Lipstick,4,2024-08-31,12.73,C00492,France,50.92
INV101214,21871,Lipstick,1,2024-06-24,5.17,C00100,EIRE,5.17
INV101531,87452,Perfume,4,2024-08-25,22.18,C00252,Germany,88.72
INV101392,84270,Perfume,2,2024-02-28,4.21,C00470,EIRE,8.42
INV101432,43613,Shoe,4,2024-12-18,17.16,C00077,Germany,68.64
INV100823,38179,Shirt,3,2024-04-08,15.98,C00135,France,47.94
INV100928,62188,Brush,3,2024-12-24,27.5,C00392,Germany,82.5
INV100933,65099,Candle,5,2024-01-02,2.13,C00412,EIRE,10.649999999999999
INV101140,45262,Candle,5,2024-08-30,44.76,C00173,EIRE,223.79999999999998
INV100133,88213,Perfume,5,2024-10-23,25.28,C00363,France,126.4
INV100057,28268,Shirt,1,2024-07-29,5.87,C00201,Germany,5.87
INV101579,87866,Perfume,5,2024-05-02,5.05,C00217,United Kingdom,25.25
INV100684,96269,Brush,1,2024-08-16,12.3,C00376,Germany,12.3
INV100671,70545,Candle,5,2024-03-22,35.03,C00208,France,175.15
INV100172,82146,Towel,1,2024-05-23,38.02,C00074,United Kingdom,38.02
INV101852,81966,Perfume,4,2024-05-19,15.7,C00011,France,62.8
INV100814,49922,Bag,4,2024-01-29,40.44,C00287,Germany,161.76
INV101172,89364,Towel,3,2024-09-26,1.11,C00256,United Kingdom,3.33
INV100079,52913,Brush,1,2024-09-03,1.72,C00012,France,1.72
INV100885,65677,Brush,2,2024-01-12,49.57,C00380,EIRE,99.14
INV101236,59841,Perfume,3,2024-12-20,30.86,C00479,United Kingdom,92.58
INV100202,56332,Shoe,4,2024-12-02,12.98,C00078,United Kingdom,51.92
INV100763,35032,Perfume,1,2024-04-15,29.02,C00435,France,29.02
INV101252,47846,Shoe,5,2024-02-01,63.31,C00172,EIRE,316.55
INV101699,69474,Brush,2,2024-03-14,30.58,C00096,United Kingdom,61.16
INV101250,54936,Shirt,4,2024-06-19,37.95,C00306,France,151.8
INV101682,39794,Brush,3,2024-12-02,29.59,C00373,United Kingdom,88.77
INV101555,71588,Candle,1,2024-03-09,4.68,C00273,United Kingdom,4.68
INV101464,80984,Towel,2,2024-10-27,36.86,C00419,United Kingdom,73.72
INV101425,60331,Towel,1,2024-12-27,5.34,C00385,EIRE,5.34
INV100046,38141,Lipstick,5,2024-05-16,45.63,C00413,Germany,228.15
INV101256,19074,Lipstick,3,2024-04-09,13.27,C00179,Germany,39.81
INV101328,16406,Brush,1,2024-05-25,23.6,C00064,EIRE,23.6
INV101549,33291,Candle,4,2024-01-09,14.75,C00132,EIRE,59.0
INV101166,51568,Lipstick,3,2024-03-02,2.97,C00343,France,8.91
INV101438,56851,Towel,4,2024-07-03,7.87,C00412,United Kingdom,31.48
INV101536,64823,Perfume,1,2024-01-29,83.37,C00272,EIRE,83.37
INV101396,33312,Shirt,3,2024-04-23,65.74,C00319,France,197.21999999999997
INV101589,53108,Shirt,4,2024-05-22,8.73,C00332,Germany,34.92
INV101909,76918,Candle,5,2024-04-29,112.97,C00437,Germany,564.85
INV101282,44171,Brush,5,2024-06-18,38.36,C00341,Germany,191.8
INV100655,51779,Lipstick,1,2024-06-05,19.88,C00109,Germany,19.88
INV100470,78828,Perfume,3,2024-11-30,1.82,C00273,France,5.46
INV101976,22411,Shirt,2,2024-12-14,47.34,C00168,United Kingdom,94.68
INV100970,67009,Shirt,3,2024-09-16,17.3,C00397,France,51.900000000000006
INV101035,25422,Bag,5,2024-03-22,41.57,C00180,United Kingdom,207.85
INV101353,52468,Brush,4,2024-08-29,36.97,C00058,Germany,147.88
INV100735,42371,Bag,2,2024-06-20,36.8,C00480,EIRE,73.6
INV100783,67022,Towel,1,2024-08-18,24.96,C00421,EIRE,24.96
INV100967,81229,Shirt,2,2024-07-26,7.89,C00498,EIRE,15.78
INV100357,61196,Candle,1,2024-03-15,9.19,C00079,United Kingdom,9.19
INV100971,90354,Shoe,2,2024-09-26,8.38,C00460,Germany,16.76
INV101431,36715,Shoe,1,2024-04-23,1.4,C00061,France,1.4
INV100667,37605,Perfume,1,2024-03-02,18.47,C00369,EIRE,18.47
INV100372,41174,Shirt,2,2024-12-27,25.0,C00121,United Kingdom,50.0
INV101031,19956,Shirt,2,2024-11-15,39.46,C00207,EIRE,78.92
INV101145,86373,Towel,1,2024-04-11,4.02,C00034,France,4.02
INV101371,79252,Shirt,5,2024-12-27,16.71,C00070,Germany,83.55000000000001
INV100675,71949,Candle,2,2024-07-28,1.16,C00017,France,2.32
INV100089,72646,Bag,3,2024-09-11,3.0,C00496,Germany,9.0
INV101671,80017,Shirt,4,2024-01-20,2.11,C00497,Germany,8.44
INV100697,73037,Shirt,1,2024-02-27,26.85,C00020,Germany,26.85
INV101339,99818,Towel,1,2024-04-21,2.69,C00457,EIRE,2.69
INV101201,16548,Brush,4,2024-11-08,26.21,C00315,France,104.84
INV100539,83294,Lipstick,5,2024-07-14,6.74,C00069,EIRE,33.7
INV100731,33177,Brush,4,2024-12-18,43.03,C00215,France,172.12
INV100868,34022,Towel,2,2024-04-01,34.55,C00161,United Kingdom,69.1
INV100040,15542,Brush,4,2024-02-21,64.32,C00102,United Kingdom,257.28
INV100739,70428,Towel,1,2024-10-19,44.04,C00376,France,44.04
INV101727,32740,Candle,4,2024-01-08,55.16,C00206,France,220.64
INV101946,69353,Perfume,3,2024-10-26,40.14,C00145,France,120.42
INV100501,66532,Shirt,2,2024-04-07,24.64,C00057,France,49.28
INV100958,26052,Towel,4,2024-08-23,4.73,C00083,Germany,18.92
INV101168,57076,Towel,1,2024-03-09,7.34,C00481,EIRE,7.34
INV101224,63420,Lipstick,2,2024-02-14,5.78,C00385,Germany,11.56
INV100928,10671,Towel,1,2024-05-16,19.51,C00269,EIRE,19.51
INV101747,10163,Shoe,5,2024-08-21,15.01,C00494,EIRE,75.05
INV100460,51424,Perfume,3,2024-02-01,41.36,C00411,EIRE,124.08
INV100731,63744,Shirt,5,2024-10-15,62.01,C00454,Germany,310.05
INV100751,80331,Shirt,3,2024-05-05,11.38,C00187,France,34.14
INV100924,20634,Lipstick,4,2024-03-07,15.12,C00006,Germany,60.48
INV100908,14798,Candle,2,2024-01-30,72.17,C00353,Germany,144.34
INV101581,32420,Shirt,4,2024-04-23,7.47,C00350,EIRE,29.88
INV101570,39300,Shoe,3,2024-07-22,32.44,C00110,United Kingdom,97.32
INV101276,99881,Shirt,3,2024-01-29,6.1,C00483,United Kingdom,18.299999999999997
INV100389,20749,Shoe,3,2024-05-10,23.88,C00407,Germany,71.64
INV101617,35121,Perfume,1,2024-07-03,6.85,C00138,EIRE,6.85
INV100882,47487,Perfume,2,2024-09-09,44.04,C00051,Germany,88.08
INV100255,43361,Bag,4,2024-10-12,17.49,C00403,Germany,69.96
INV100708,31223,Bag,4,2024-03-02,5.11,C00051,France,20.44
INV101838,82930,Shoe,5,2024-01-03,6.08,C00476,EIRE,30.4
INV101944,24056,Candle,3,2024-03-08,14.62,C00087,United Kingdom,43.86
INV100449,38380,Shirt,3,2024-01-25,66.2,C00068,United Kingdom,198.60000000000002
INV100009,36035,Towel,3,2024-06-27,30.36,C00084,United Kingdom,91.08
INV100823,40620,Shirt,4,2024-05-20,14.4,C00467,Germany,57.6
INV100797,29877,Bag,5,2024-08-18,9.24,C00042,EIRE,46.2
INV101265,65316,Brush,1,2024-10-26,16.94,C00219,France,16.94
INV101274,74041,Towel,2,2024-06-11,28.6,C00057,United Kingdom,57.2
INV100876,63352,Shoe,1,2024-11-06,31.64,C00226,EIRE,31.64
INV101028,40911,Towel,4,2024-05-09,8.85,C00196,United Kingdom,35.4
INV101142,42784,Brush,3,2024-09-02,26.54,C00248,France,79.62
INV101015,13191,Shirt,2,2024-10-23,22.45,C00166,EIRE,44.9
INV101824,43160,Shirt,4,2024-06-20,64.94,C00062,Germany,259.76
INV100373,74641,Candle,4,2024-03-04,54.5,C00263,Germany,218.0
INV101088,59723,Lipstick,4,2024-01-31,32.15,C00112,United Kingdom,128.6
INV100145,13631,Towel,2,2024-02-16,26.7,C00253,United Kingdom,53.4
INV100223,16172,Bag,2,2024-05-09,7.41,C00199,EIRE,14.82
INV101262,52080,Brush,5,2024-12-17,38.41,C00178,France,192.04999999999998
INV100176,99097,Brush,5,2024-11-28,12.16,C00436,United Kingdom,60.8
INV101802,30281,Brush,1,2024-04-19,7.36,C00026,EIRE,7.36
INV100852,38671,Bag,2,2024-03-09,10.7,C00410,France,21.4
INV101305,61431,Lipstick,2,2024-02-27,37.15,C00246,United Kingdom,74.3
INV100062,38602,Shirt,2,2024-04-15,4.22,C00019,United Kingdom,8.44
INV101240,98789,Candle,5,2024-10-26,13.18,C00265,EIRE,65.9
INV101877,61399,Candle,4,2024-11-25,14.56,C00317,United Kingdom,58.24
INV100826,33472,Bag,3,2024-09-12,1.75,C00020,Germany,5.25
INV100794,59230,Candle,5,2024-11-07,5.36,C00106,France,26.8
INV100688,83616,Brush,2,2024-06-19,36.06,C00237,France,72.12
INV101484,17099,Perfume,5,2024-06-10,36.53,C00306,Germany,182.65
INV101952,35431,Lipstick,1,2024-10-12,7.92,C00464,EIRE,7.92
INV101633,66492,Shirt,2,2024-03-11,42.57,C00246,Germany,85.14
INV100104,57684,Perfume,1,2024-09-11,30.55,C00081,Germany,30.55
INV101122,40111,Lipstick,2,2024-02-24,11.82,C00150,France,23.64
INV100510,73936,Shoe,5,2024-11-18,28.6,C00397,EIRE,143.0
INV100384,32614,Towel,4,2024-01-03,66.06,C00396,United Kingdom,264.24
INV100404,51991,Bag,3,2024-01-26,13.29,C00010,Germany,39.87
INV100822,80476,Brush,1,2024-11-08,6.45,C00321,Germany,6.45
INV100517,70920,Candle,5,2024-05-05,57.88,C00224,EIRE,289.40000000000003
INV100475,73530,Shoe,4,2024-02-22,19.51,C00414,Germany,78.04
INV100708,46224,Candle,5,2024-07-16,3.22,C00264,EIRE,16.1
INV101886,17788,Perfume,1,2024-10-25,18.0,C00149,United Kingdom,18.0
INV101668,38082,Shirt,3,2024-07-06,14.89,C00278,EIRE,44.67
INV101893,99570,Shirt,5,2024-07-04,39.7,C00274,United Kingdom,198.5
INV100770,86816,Shirt,2,2024-10-31,16.13,C00194,EIRE,32.26
INV101460,93588,Brush,4,2024-10-24,6.89,C00432,Germany,27.56
INV101046,26531,Candle,5,2024-07-22,23.52,C00172,United Kingdom,117.6
INV100996,98340,Shoe,4,2024-01-11,16.64,C00265,Germany,66.56
INV101588,54857,Shirt,2,2024-12-24,6.31,C00451,United Kingdom,12.62
INV100676,20142,Shoe,3,2024-12-19,18.05,C00310,EIRE,54.150000000000006
INV100713,58355,Candle,3,2024-05-25,35.47,C00026,EIRE,106.41
INV101481,19866,Brush,2,2024-03-25,1.58,C00469,EIRE,3.16
INV100082,80067,Perfume,4,2024-04-09,20.93,C00350,France,83.72
INV101168,74027,Brush,5,2024-04-13,9.6,C00476,France,48.0
INV101108,67906,Shoe,2,2024-02-15,7.93,C00356,United Kingdom,15.86
INV101101,38138,Brush,1,2024-02-13,10.97,C00026,France,10.97
INV100456,39956,Brush,4,2024-10-04,9.37,C00034,EIRE,37.48
INV101901,86295,Perfume,3,2024-06-29,36.7,C00264,France,110.10000000000001
INV100000,15439,Candle,2,2024-07-05,7.43,C00138,France,14.86
INV100050,57241,Candle,3,2024-04-23,27.42,C00304,Germany,82.26
INV100684,52533,Bag,4,2024-09-11,2.98,C00183,United Kingdom,11.92
INV100716,38270,Brush,3,2024-01-30,61.48,C00363,United Kingdom,184.44
INV101795,88815,Candle,2,2024-09-20,20.47,C00242,United Kingdom,40.94
INV101469,49279,Candle,4,2024-04-07,25.53,C00054,France,102.12
INV100448,33888,Lipstick,1,2024-11-08,8.08,C00462,EIRE,8.08
INV100880,27630,Shirt,2,2024-11-24,11.62,C00168,Germany,23.24
INV100487,71063,Bag,5,2024-04-24,6.07,C00119,United Kingdom,30.35
INV101823,45144,Towel,2,2024-10-02,54.92,C00143,France,109.84
INV100033,62161,Bag,4,2024-10-07,14.39,C00081,EIRE,57.56
INV101371,87360,Bag,2,2024-10-01,20.91,C00245,Germany,41.82
INV100094,60979,Towel,1,2024-09-17,27.51,C00402,Germany,27.51
INV101095,16979,Lipstick,1,2024-11-26,10.28,C00352,United Kingdom,10.28
INV101574,36189,Brush,5,2024-07-25,26.47,C00358,United Kingdom,132.35
INV100153,52600,Perfume,3,2024-11-23,23.54,C00407,EIRE,70.62
INV100249,69560,Candle,4,2024-07-29,25.46,C00062,France,101.84
INV100673,88040,Shirt,4,2024-08-02,14.44,C00046,EIRE,57.76
INV100437,71558,Shoe,3,2024-02-09,10.66,C00087,United Kingdom,31.98
INV100117,96205,Brush,1,2024-01-26,6.02,C00099,EIRE,6.02
INV100770,16910,Towel,1,2024-01-27,35.82,C00295,France,35.82
INV101914,67713,Perfume,2,2024-07-08,19.75,C00399,Germany,39.5
INV101329,56857,Brush,5,2024-03-23,12.75,C00053,Germany,63.75
INV100267,44964,Towel,5,2024-06-18,58.65,C00472,Germany,293.25
INV101984,95667,Candle,5,2024-06-15,1.98,C00192,Germany,9.9
INV101077,35227,Lipstick,2,2024-07-06,38.97,C00447,United Kingdom,77.94
INV100235,15978,Brush,5,2024-06-17,121.5,C00476,United Kingdom,607.5
INV100388,97527,Towel,3,2024-10-15,44.6,C00080,France,133.8
